run_id,run_status,robot_model,robot_ip,step_idx,time_s,target_x,target_y,target_z,target_a,target_b,target_c,meas_x,meas_y,meas_z,axis_a4,axis_a5,torque_j1,velocity_j1,current_j1,torque_j2,velocity_j2,current_j2,torque_j3,velocity_j3,current_j3,torque_j4,velocity_j4,current_j4,torque_j5,velocity_j5,current_j5,torque_j6,velocity_j6,current_j6,pick_x,pick_y,pick_z,place_x,place_y,place_z,dt,pulse_ms
20260317_132824,completed,KR10_R1100,172.31.17.101,16,0.45,566.890299574729,34.0718112110921,624.664550637906,-179.99,0.5,-179.81263638151,554.888,9.861,642.668,0.465199441,80.7447739,-26.1525249,0.643412292,2.56372809,-80.5254745,0.0953673571,9.66144943,-64.2244492,0,10.2079649,-63.7479858,0,-0.779548883,3.18882871,0.00263256533,3.79822731,-3.34849524,0,-2.22806025,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,17,0.48,569.447967035983,39.2312438484491,620.828049446025,-179.99,0.5,-179.799407067055,554.888,9.861,642.668,0.465199441,80.7447739,-26.1525249,0.643412292,2.56372809,-80.5254745,0.0953673571,9.66144943,-64.2244492,0,10.2079649,-63.7479858,0,-0.779548883,3.18882871,0.00263256533,3.79822731,-3.34849524,0,-2.22806025,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,18,0.51,572.104857323255,44.590832876222,616.842714015117,-179.99,0.5,-179.785664531087,554.888,9.861,642.668,0.465199441,80.7447739,-26.1525249,0.643412292,2.56372809,-80.5254745,0.0953673571,9.66144943,-64.2244492,0,10.2079649,-63.7479858,0,-0.779548883,3.18882871,0.00263256533,3.79822731,-3.34849524,0,-2.22806025,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,19,0.54,574.833778175188,50.095724939603,612.749332737218,-179.99,0.5,-179.771549423232,554.888,9.861,642.668,0.465199441,80.7447739,-26.1525249,0.643412292,2.56372809,-80.5254745,0.0953673571,9.66144943,-64.2244492,0,10.2079649,-63.7479858,0,-0.779548883,3.18882871,0.00263256533,3.79822731,-3.34849524,0,-2.22806025,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,20,0.57,577.606380212918,55.6887324984731,608.590429680623,-179.99,0.5,-179.757208378209,577.513672,55.4925423,608.736145,0.465199441,80.7447739,-26.1525249,-5.1921649,2.61444783,-75.6375656,1.50171924,9.66144943,-63.7348175,1.36389065,6.54544,3.05936289,-0.0686645806,-2.62372112,-7.90484238,0.00263256533,3.79822731,-3.34849524,0.504105508,5.25366163,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,21,0.6,580.393619787082,61.3112675015269,604.409570319377,-179.99,0.5,-179.742791621791,577.513672,55.4925423,608.736145,0.465199441,80.7447739,-26.1525249,-5.1921649,2.61444783,-75.6375656,1.50171924,9.66144943,-63.7348175,1.36389065,6.54544,3.05936289,-0.0686645806,-2.62372112,-7.90484238,0.00263256533,3.79822731,-3.34849524,0.504105508,5.25366163,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,22,0.63,583.166221824812,66.9042750603971,600.250667262782,-179.99,0.5,-179.728450576768,577.513672,55.4925423,608.736145,0.465199441,80.7447739,-26.1525249,-5.1921649,2.61444783,-75.6375656,1.50171924,9.66144943,-63.7348175,1.36389065,6.54544,3.05936289,-0.0686645806,-2.62372112,-7.90484238,0.00263256533,3.79822731,-3.34849524,0.504105508,5.25366163,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,23,0.66,585.895142676745,72.409167123778,596.157285984883,-179.99,0.5,-179.714335468913,577.513672,55.4925423,608.736145,0.465199441,80.7447739,-26.1525249,-5.1921649,2.61444783,-75.6375656,1.50171924,9.66144943,-63.7348175,1.36389065,6.54544,3.05936289,-0.0686645806,-2.62372112,-7.90484238,0.00263256533,3.79822731,-3.34849524,0.504105508,5.25366163,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,24,0.69,588.552032964017,77.7687561515509,592.171950553975,-179.99,0.5,-179.700592932945,577.513672,55.4925423,608.736145,0.465199441,80.7447739,-26.1525249,-5.1921649,2.61444783,-75.6375656,1.50171924,9.66144943,-63.7348175,1.36389065,6.54544,3.05936289,-0.0686645806,-2.62372112,-7.90484238,0.00263256533,3.79822731,-3.34849524,0.504105508,5.25366163,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,25,0.72,591.109700425271,82.9281887889079,588.335449362094,-179.99,0.5,-179.68736361849,583.166,66.904,600.251,0.465199441,80.7447739,-26.1525249,0.0101724537,0,-129.744171,-0.00127175928,9.66144943,-48.8000755,0.00190748239,10.4131413,2.24315262,-0.00127152773,-2.62372112,-7.90484238,0,-0.570148766,-4.11487865,0.504105508,-1.17389464,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,26,0.75,593.542572763655,87.8358795404768,584.686140854517,-179.99,0.5,-179.67477979605,583.166,66.904,600.251,0.465199441,80.7447739,-26.1525249,0.0101724537,0,-129.744171,-0.00127175928,9.66144943,-48.8000755,0.00190748239,10.4131413,2.24315262,-0.00127152773,-2.62372112,-7.90484238,0,-0.570148766,-4.11487865,0.504105508,-1.17389464,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,27,0.78,595.827160493827,92.4444444444444,581.259259259259,-179.99,0.5,-179.662962962963,583.166,66.904,600.251,0.465199441,80.7447739,-26.1525249,0.0101724537,0,-129.744171,-0.00127175928,9.66144943,-48.8000755,0.00190748239,10.4131413,2.24315262,-0.00127152773,-2.62372112,-7.90484238,0,-0.570148766,-4.11487865,0.504105508,-1.17389464,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,28,0.81,597.942519788954,96.7116347466825,578.086220316569,-179.99,0.5,-179.652021449367,583.166,66.904,600.251,0.465199441,80.7447739,-26.1525249,0.0101724537,0,-129.744171,-0.00127175928,9.66144943,-48.8000755,0.00190748239,10.4131413,2.24315262,-0.00127152773,-2.62372112,-7.90484238,0,-0.570148766,-4.11487865,0.504105508,-1.17389464,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,29,0.84,599.870715327714,100.601270574871,575.193927008429,-179.99,0.5,-179.642048024167,583.166,66.904,600.251,0.465199441,80.7447739,-26.1525249,0.0101724537,0,-129.744171,-0.00127175928,9.66144943,-48.8000755,0.00190748239,10.4131413,2.24315262,-0.00127152773,-2.62372112,-7.90484238,0,-0.570148766,-4.11487865,0.504105508,-1.17389464,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,30,0.87,601.5972831413,104.084174612623,572.60407528805,-179.99,0.5,-179.633117500993,583.166,66.904,600.251,0.465199441,80.7447739,-26.1525249,-4.45969582,0,-17.0461,0.0165303238,1.94945657,-48.8000755,0,9.73861217,-95.3355,-0.00127152773,9.5980711,3.00208735,0.00381496479,-0.570148766,-4.11487865,0.00263232575,-0.851076663,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,31,0.9,603.111693460421,107.139105773607,570.332459809369,-179.99,0.5,-179.62528434417,583.166,66.904,600.251,0.465199441,80.7447739,-26.1525249,-4.45969582,0,-17.0461,0.0165303238,1.94945657,-48.8000755,0,9.73861217,-95.3355,-0.00127152773,9.5980711,3.00208735,0.00381496479,-0.570148766,-4.11487865,0.00263232575,-0.851076663,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,32,0.93,604.407813562302,109.753692875677,568.388279656548,-179.99,0.5,-179.618580274678,583.166,66.904,600.251,0.465199441,80.7447739,-26.1525249,-4.45969582,0,-17.0461,0.0165303238,1.94945657,-48.8000755,0,9.73861217,-95.3355,-0.00127152773,9.5980711,3.00208735,0.00381496479,-0.570148766,-4.11487865,0.00263232575,-0.851076663,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,33,0.96,605.484370617688,111.925368314991,566.773444073469,-179.99,0.5,-179.613011876115,583.166,66.904,600.251,0.465199441,80.7447739,-26.1525249,-4.45969582,0,-17.0461,0.0165303238,1.94945657,-48.8000755,0,9.73861217,-95.3355,-0.00127152773,9.5980711,3.00208735,0.00381496479,-0.570148766,-4.11487865,0.00263232575,-0.851076663,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,34,0.99,606.345414537845,113.662301740135,565.481878193233,-179.99,0.5,-179.608558200666,583.166,66.904,600.251,0.465199441,80.7447739,-26.1525249,-4.45969582,0,-17.0461,0.0165303238,1.94945657,-48.8000755,0,9.73861217,-95.3355,-0.00127152773,9.5980711,3.00208735,0.00381496479,-0.570148766,-4.11487865,0.00263232575,-0.851076663,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,35,1.02,607.000780821562,114.984333726255,564.498828767657,-179.99,0.5,-179.605168375061,603.112,107.139,570.332,0.465199441,80.7447739,-19.7016907,0.00762939826,0.00104669237,-130.876465,0.00254305545,10.4890032,-56.6013184,0.011445241,9.73861217,2.19542623,0,10.4797697,3.00208735,0.00131616287,1.82965922,-4.40821648,0.00263232575,-0.416987211,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,36,1.05,607.466553402153,115.923909449171,563.80016989677,-179.99,0.5,-179.602759206541,603.112,107.139,570.332,0.465199441,80.7447739,-19.7016907,0.00762939826,0.00104669237,-130.876465,0.00254305545,10.4890032,-56.6013184,0.011445241,9.73861217,2.19542623,0,10.4797697,3.00208735,0.00131616287,1.82965922,-4.40821648,0.00263232575,-0.416987211,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,37,1.08,607.765527494459,116.527012359511,563.351708758312,-179.99,0.5,-179.601212788822,603.112,107.139,570.332,0.465199441,80.7447739,-19.7016907,0.00762939826,0.00104669237,-130.876465,0.00254305545,10.4890032,-56.6013184,0.011445241,9.73861217,2.19542623,0,10.4797697,3.00208735,0.00131616287,1.82965922,-4.40821648,0.00263232575,-0.416987211,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,38,1.11,607.927672441847,116.854097856829,563.10849133723,-179.99,0.5,-179.600374108059,603.112,107.139,570.332,0.465199441,80.7447739,-19.7016907,0.00762939826,0.00104669237,-130.876465,0.00254305545,10.4890032,-56.6013184,0.011445241,9.73861217,2.19542623,0,10.4797697,3.00208735,0.00131616287,1.82965922,-4.40821648,0.00263232575,-0.416987211,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,39,1.14,607.990594563217,116.981026963731,563.014108155175,-179.99,0.5,-179.600048648811,603.112,107.139,570.332,0.465199441,80.7447739,-19.7016907,0.00762939826,0.00104669237,-130.876465,0.00254305545,10.4890032,-56.6013184,0.011445241,9.73861217,2.19542623,0,10.4797697,3.00208735,0.00131616287,1.82965922,-4.40821648,0.00263232575,-0.416987211,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,40,1.17,608,117,563,-179.99,0.5,-179.6,603.112,107.139,570.332,0.465199441,80.7447739,-21.1257114,0,2.279351,-130.876465,-0.00254328712,10.4890032,-129.683945,0,10.7204933,2.19542623,0.00254305545,10.4797697,1.83975208,0.00131616287,-0.580515087,-2.38636827,0.00104669237,-2.43173718,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,41,1.2,608,117,562.951351189053,-179.99,0.5,-179.600032432541,603.112,107.139,570.332,0.465199441,80.7447739,-21.1257114,0,2.279351,-130.876465,-0.00254328712,10.4890032,-129.683945,0,10.7204933,2.19542623,0.00254305545,10.4797697,1.83975208,0.00131616287,-0.580515087,-2.38636827,0.00104669237,-2.43173718,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,42,1.23,608,117,562.625891940587,-179.99,0.5,-179.600249405373,603.112,107.139,570.332,0.465199441,80.7447739,-21.1257114,0,2.279351,-130.876465,-0.00254328712,10.4890032,-129.683945,0,10.7204933,2.19542623,0.00254305545,10.4797697,1.83975208,0.00131616287,-0.580515087,-2.38636827,0.00104669237,-2.43173718,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,43,1.26,608,117,561.787211178234,-179.99,0.5,-179.600808525881,603.112,107.139,570.332,0.465199441,80.7447739,-21.1257114,0,2.279351,-130.876465,-0.00254328712,10.4890032,-129.683945,0,10.7204933,2.19542623,0.00254305545,10.4797697,1.83975208,0.00131616287,-0.580515087,-2.38636827,0.00104669237,-2.43173718,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,44,1.29,608,117,560.240793459413,-179.99,0.5,-179.601839471027,603.112,107.139,570.332,0.465199441,80.7447739,-21.1257114,0,2.279351,-130.876465,-0.00254328712,10.4890032,-129.683945,0,10.7204933,2.19542623,0.00254305545,10.4797697,1.83975208,0.00131616287,-0.580515087,-2.38636827,0.00104669237,-2.43173718,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,45,1.32,608,117,557.831624939114,-179.99,0.5,-179.603445583374,603.112,107.139,570.332,0.465199441,80.7447739,-14.6149139,0.00127152773,1.37029839,-114.396904,-0.00254328712,10.4890032,-30.5806446,-0.00127152773,8.37221527,-0.245307177,0.00254305545,4.93207741,-5.4439435,0.00254305545,-0.580515087,-0.548044205,0.00314007723,2.64030719,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,46,1.35,608,117,554.44179933368,-179.99,0.5,-179.605705467111,603.112,107.139,570.332,0.465199441,80.7447739,-14.6149139,0.00127152773,1.37029839,-114.396904,-0.00254328712,10.4890032,-30.5806446,-0.00127152773,8.37221527,-0.245307177,0.00254305545,4.93207741,-5.4439435,0.00254305545,-0.580515087,-0.548044205,0.00314007723,2.64030719,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,47,1.38,608,117,549.988123884591,-179.99,0.5,-179.608674584077,603.112,107.139,570.332,0.465199441,80.7447739,-14.6149139,0.00127152773,1.37029839,-114.396904,-0.00254328712,10.4890032,-30.5806446,-0.00127152773,8.37221527,-0.245307177,0.00254305545,4.93207741,-5.4439435,0.00254305545,-0.580515087,-0.548044205,0.00314007723,2.64030719,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,48,1.41,608,117,544.41972532225,-179.99,0.5,-179.612386849785,603.112,107.139,570.332,0.465199441,80.7447739,-14.6149139,0.00127152773,1.37029839,-114.396904,-0.00254328712,10.4890032,-30.5806446,-0.00127152773,8.37221527,-0.245307177,0.00254305545,4.93207741,-5.4439435,0.00254305545,-0.580515087,-0.548044205,0.00314007723,2.64030719,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,49,1.44,608,117,537.715655829762,-179.99,0.5,-179.616856229447,603.112,107.139,570.332,0.465199441,80.7447739,-14.6149139,0.00127152773,1.37029839,-114.396904,-0.00254328712,10.4890032,-30.5806446,-0.00127152773,8.37221527,-0.245307177,0.00254305545,4.93207741,-5.4439435,0.00254305545,-0.580515087,-0.548044205,0.00314007723,2.64030719,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,50,1.47,608,117,529.882499006724,-179.99,0.5,-179.622078333996,603.112,107.139,570.332,0.465199441,80.7447739,-14.6149139,0,-0.00942042191,-79.8081055,-0.651041687,10.4890032,-19.1375332,-1.77496529,8.37221527,-2.67637515,0.0050861109,7.91747284,-7.12644,0.00254305545,5.89430189,-3.52966714,1.80846179,2.64030719,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,51,1.5,608,117,520.951975833002,-179.99,0.5,-179.628032016111,603.112,107.139,570.332,0.465199441,80.7447739,-14.6149139,0,-0.00942042191,-79.8081055,-0.651041687,10.4890032,-19.1375332,-1.77496529,8.37221527,-2.67637515,0.0050861109,7.91747284,-7.12644,0.00254305545,5.89430189,-3.52966714,1.80846179,2.64030719,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,52,1.53,608,117,510.978550632519,-179.99,0.5,-179.634680966245,603.112,107.139,570.332,0.465199441,80.7447739,-14.6149139,0,-0.00942042191,-79.8081055,-0.651041687,10.4890032,-19.1375332,-1.77496529,8.37221527,-2.67637515,0.0050861109,7.91747284,-7.12644,0.00254305545,5.89430189,-3.52966714,1.80846179,2.64030719,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,53,1.56,608,117,500.037037037037,-179.99,0.5,-179.641975308642,603.112,107.139,570.332,0.465199441,80.7447739,-14.6149139,0,-0.00942042191,-79.8081055,-0.651041687,10.4890032,-19.1375332,-1.77496529,8.37221527,-2.67637515,0.0050861109,7.91747284,-7.12644,0.00254305545,5.89430189,-3.52966714,1.80846179,2.64030719,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,54,1.59,608,117,488.22020394994,-179.99,0.5,-179.649853197367,603.112,107.139,570.332,0.465199441,80.7447739,-14.6149139,0,-0.00942042191,-79.8081055,-0.651041687,10.4890032,-19.1375332,-1.77496529,8.37221527,-2.67637515,0.0050861109,7.91747284,-7.12644,0.00254305545,5.89430189,-3.52966714,1.80846179,2.64030719,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,55,1.62,608,117,475.63638151002,-179.99,0.5,-179.658242412327,608,117,510.979,0.465199441,80.7447739,7.89127445,-3.13059187,-0.00942042191,-100.834335,-0.651041687,-0.817584,-26.7953091,0,8.37221527,-2.99518728,0,4.59923506,-4.94229746,-0.00131616287,5.89430189,-3.52966714,0,1.80788994,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,56,1.65,608,117,462.407067055259,-179.99,0.5,-179.667061955297,608,117,510.979,0.465199441,80.7447739,7.89127445,-3.13059187,-0.00942042191,-100.834335,-0.651041687,-0.817584,-26.7953091,0,8.37221527,-2.99518728,0,4.59923506,-4.94229746,-0.00131616287,5.89430189,-3.52966714,0,1.80788994,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,57,1.68,608,117,448.66453108661,-179.99,0.5,-179.676223645942,608,117,510.979,0.465199441,80.7447739,7.89127445,-3.13059187,-0.00942042191,-100.834335,-0.651041687,-0.817584,-26.7953091,0,8.37221527,-2.99518728,0,4.59923506,-4.94229746,-0.00131616287,5.89430189,-3.52966714,0,1.80788994,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,58,1.71,608,117,434.549423231787,-179.99,0.5,-179.685633717845,608,117,510.979,0.465199441,80.7447739,7.89127445,-3.13059187,-0.00942042191,-100.834335,-0.651041687,-0.817584,-26.7953091,0,8.37221527,-2.99518728,0,4.59923506,-4.94229746,-0.00131616287,5.89430189,-3.52966714,0,1.80788994,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,59,1.74,608,117,420.208378209043,-179.99,0.5,-179.695194414527,608,117,510.979,0.465199441,80.7447739,7.89127445,-3.13059187,-0.00942042191,-100.834335,-0.651041687,-0.817584,-26.7953091,0,8.37221527,-2.99518728,0,4.59923506,-4.94229746,-0.00131616287,5.89430189,-3.52966714,0,1.80788994,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,60,1.77,608,117,405.791621790957,-179.99,0.5,-179.704805585473,608,117,462.407,0.415349454,71.6029053,7.89127445,0.00127175928,-1.2190063,13.9610214,-0.00254305545,10.1326656,-99.6815,-0.00190748239,8.37221527,-2.99518728,0,4.51483202,-4.94229746,0.00131640257,3.09227967,-3.50334024,0,-3.57122707,608,117,263,45,204,204,0.03,12
20260317_132824,completed,KR10_R1100,172.31.17.101,61,1.8,608,117,391.450576768213,-179.99,0.5,-179.714366282155,608,117,462.407,0.415349454,71.6029053,7.89127445,0.00127175928,-1.2190063,13.9610214,-0.00254305545,10.1326656,-99.6815,-0.00190748239,8.37221527,-2.99518728,0,4.51483202,-4.94229746,0.00131640257,3.09227967,-3.50334024,0,-3.57122707,608,117,263,45,204,204,0.03,12
