run_id,robot,arm_id,step_idx,time_s,target_x,target_y,target_z,meas_x,meas_y,meas_z,dt
20260317_132824,kuka,kuka_main,245,7.32,45,204,470.882499006724,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,246,7.35,45,204,461.951975833002,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,247,7.38,45,204,451.978550632519,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,248,7.41,45,204,441.037037037037,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,249,7.44,45,204,429.22020394994,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,250,7.47,45,204,416.63638151002,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,251,7.5,45,204,403.407067055259,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,252,7.53,45,204,389.66453108661,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,253,7.56,45,204,375.549423231787,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,254,7.59,45,204,361.208378209043,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,255,7.62,45,204,346.791621790957,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,256,7.65,45,204,332.450576768213,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,257,7.68,45,204,318.33546891339,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,258,7.71,45,204,304.592932944741,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,259,7.74,45,204,291.36361848998,45,204,478.716,0.03
20260317_132824,kuka,kuka_main,260,7.77,45,204,278.77979605006,45,204,332.451,0.03
20260317_132824,kuka,kuka_main,261,7.8,45,204,266.962962962963,45,204,332.451,0.03
20260317_132824,kuka,kuka_main,262,7.83,45,204,256.021449367481,45,204,332.451,0.03
20260317_132824,kuka,kuka_main,263,7.86,45,204,246.048024166998,45,204,332.451,0.03
20260317_132824,kuka,kuka_main,264,7.89,45,204,237.117500993275,45,204,332.451,0.03
20260317_132824,kuka,kuka_main,265,7.92,45,204,229.284344170237,45,204,332.451,0.03
20260317_132824,kuka,kuka_main,266,7.95,45,204,222.58027467775,45,204,332.451,0.03
