Time_s,RL_SpeedFactor,RL_PulseFactor,RL_Thickness_um,Baseline_Thickness_um,Reward
10.29,0.999992370605469,0.500249922275543,19.6247145870559,78.4590421247735,-16.3579847339578
10.32,0.999998152256012,0.50008362531662,23.47359015914,93.878485907604,-15.4935948334911
10.35,0.999998927116394,0.50003719329834,29.2021545565325,116.799804564124,-15.5686995433128
10.38,0.999999225139618,0.500018358230591,38.2226748375754,152.884967486382,1.42978149733619
10.41,0.999999463558197,0.500010371208191,53.6386156777601,214.549897331752,9.33346507612017
10.44,0.999999582767487,0.500007033348083,83.4219895063744,333.683124980897,9.30737316832486
10.47,0.999999582767487,0.500003218650818,153.677248255689,500,-19.7298701619974
10.5,0.999999463558197,0.500003457069397,395.87276970583,500,-19.7298707580438
10.53,0.999999225139618,0.500005185604095,500,500,-19.6575328116773
0,0.999999046325684,0.500007152557373,500,500,-19.4169508587906
0.03,0.999998927116394,0.500007808208466,500,500,-19.4169505607674
0.06,0.999999165534973,0.50000673532486,500,500,-19.4169511568139
0.09,0.999999165534973,0.500006258487701,360.542188716252,500,-19.416949964721
0.12,0.999999165534973,0.50000661611557,195.725956756244,500,-19.5487558208244
0.15,0.999999165534973,0.500007629394531,125.825146229295,500,2.86872955624612
0.18,0.999999165534973,0.500009477138519,89.6163213666159,358.458192023841,10.4512441791756
0.21,0.999999046325684,0.500012636184692,68.4023901638136,273.602385140302,10.4512435831292
0.24,0.999998807907104,0.500017702579498,54.9031767228126,219.604669954246,10.4512429870827
0.27,0.999997556209564,0.500043272972107,45.7999945878902,183.183676844929,4.62120560530271
0.3,0.999997019767761,0.50006502866745,39.3968817560304,157.56656468922,3.02043097361646
0.33,0.999996244907379,0.500099301338196,34.7572680588111,139.00094420866,1.65153619224518
0.36,0.999995291233063,0.500152587890625,31.3275839521958,125.271515918878,0.722328685055935
0.39,0.999993026256561,0.500225305557251,28.7642392550492,115.004332412097,-14.6883274426046
0.42,0.999991655349731,0.500259637832642,26.8427551559655,107.314398894365,-14.9697024153561
0.45,0.999986827373505,0.500364422798157,25.4228170654123,101.615866443781,-15.0602941077673
0.48,0.999980449676514,0.500486969947815,24.4028868185492,97.5146655137187,-15.1555223125036
0.51,0.999973475933075,0.500611543655396,23.7159651784482,94.7454625653837,-15.2544397563565
0.54,0.999967038631439,0.500720143318176,23.3177430331118,93.1337584858181,-15.3560331933498
0.57,0.999963402748108,0.500770807266235,23.1797888041772,92.5730499912485,-14.6940492350821
0.6,0.999957323074341,0.500863909721375,23.2940773937005,93.0116258009046,-14.9010477881851
0.63,0.999959766864777,0.500827550888062,23.6515590403395,94.446111928265,-15.0042519528386
0.66,0.999968886375427,0.50068473815918,24.2640404509123,96.9204118259071,-15.1058814506413
0.69,0.999977231025696,0.500544190406799,25.1603698134454,100.529773074317,-15.2047920399606
0.72,0.999989569187164,0.500302791595459,26.3739126391479,105.430703089608,-14.7948587635815
0.75,0.999993324279785,0.500218331813812,27.977061739801,111.85865528486,-14.7948158482372
0.78,0.999995708465576,0.500152468681335,30.0485909645743,120.15720761805,0.00900586184458893
0.81,0.999996900558472,0.500100493431091,32.7130582275003,130.82553312776,0.596375449367234
0.84,0.999997615814209,0.500065207481384,36.1539645665239,144.596655907525,1.38481904055034
0.87,0.999998509883881,0.500035285949707,40.6454728941599,162.570176424604,2.63375945594835
0.9,0.999998927116394,0.500022768974304,46.6137882045692,186.446462384178,4.06946014498818
0.93,0.999999165534973,0.500014841556549,54.7419397201671,218.961076713327,9.86776025552006
0.96,0.999999344348907,0.500009953975677,66.1868947524069,264.742134954044,9.82768100725132
0.99,0.999999463558197,0.500006914138794,83.0356819653053,332.137956790113,9.7956251744526
1.02,0.999999463558197,0.500004351139069,109.379625693213,437.514460697113,4.37990364416768
1.05,0.999999582767487,0.500003397464752,154.18869737769,500,-19.6821343825574
1.08,0.999999582767487,0.500002861022949,240.497800881186,500,-19.682133786511
1.11,0.999999582767487,0.50000262260437,443.733884669655,500,-19.682133786511
1.14,0.999999582767487,0.500002682209015,500,500,-19.8637740293361
1.17,0.999999582767487,0.500002264976501,500,500,-19.9245732489458
1.2,0.999999463558197,0.500003039836884,500,500,-19.9247269552481
1.23,0.999999582767487,0.500002384185791,500,500,-19.9257747725409
1.26,0.999999701976776,0.500002205371857,356.925835233526,500,-19.9286594098744
1.29,0.999999701976776,0.500002264976501,194.407666815335,500,-19.9346397394222
1.32,0.999999225139618,0.500006079673767,125.631589716905,500,2.52476660333815
1.35,0.999999165534973,0.500007808208466,90.1437528572833,360.569079744815,10.069938312713
1.38,0.999999046325684,0.500010788440704,69.4871223101138,277.942227041649,10.0425820217791
1.41,0.999998807907104,0.50001585483551,56.4784143337069,225.906224612698,10.0041691848365
1.44,0.99999862909317,0.500024378299713,47.845787597199,191.373557296454,4.41530841951079
1.47,0.999998688697815,0.500028789043427,41.9248719626337,167.689612698746,3.02899939891509
1.5,0.999998271465302,0.500046193599701,37.8009687010727,151.189645455225,1.92425872668724
1.53,0.999997854232788,0.500074207782745,34.9392163909409,139.735826706324,1.12433698871024
1.56,0.999997079372406,0.500116646289825,33.0159611262569,132.032656556673,0.549272654902564
