Time_s,Target_X,Target_Y,Target_Z,RL_SpeedNorm,RoArm_Spd_Param,Reward,TrackingError_mm,EE_Velocity_mms,Is_Dwell
31.4,210,-160,130,0.999948084354401,100,-0.142223166023296,1.84073025682941,0,1
31.6,210,-160,130,0.999967694282532,100,-0.329268629412458,3.89982130423647,0,1
31.8,210,-160,130,0.999954104423523,100,-0.190701204792758,2.37438176912187,0,1
32,210,160,130,0.999962747097015,100,-0.130758488860675,3.36581426714524,1600,0
32.2,210,160,130,0.999961495399475,100,-0.295802094705036,2.43058918359757,0,1
32.4,210,160,130,0.999960601329803,100,-0.263035916899514,2.62030614039302,0,1
32.6,210,160,130,0.999958395957947,100,-0.191480314649984,2.3830017378816,0,1
32.8,210,160,130,0.999933242797852,100,-0.00692353568771699,0.351177111524861,0,1
33,210,160,130,0.999957501888275,100,-0.183154786558992,2.29128705431711,0,1
33.2,210,160,130,0.999951303005219,100,-0.129917009655602,1.7052519353202,0,1
33.4,210,160,130,0.999939680099487,100,-0.0464861664840275,0.786757059756915,0,1
33.6,210,160,130,0.999955892562866,100,-0.168606634069648,2.13115151701949,0,1
33.8,210,160,130,0.999953329563141,100,-0.146321271919851,1.88585374645621,0,1
34,210,160,130,0.999962210655212,100,-0.229431504272708,2.80077931809217,0,1
34.2,210,160,130,0.999950110912323,100,-0.120440136258199,1.60090630799569,0,1
34.4,210,160,130,0.999963104724884,100,-0.238206638182831,2.89737147147369,0,1
34.6,210,160,130,0.999953985214233,100,-0.15246160331389,1.95343330962469,0,1
34.8,210,133.333333333333,130,0.999940156936646,100,0.0262865407648931,2.14146450166722,133.333333333335,0
35,210,106.666666666667,130,0.999939918518066,100,0.0289717237046262,2.11194142543289,133.33333333333,0
35.2,210,80,130,0.999926924705505,100,0.112542335470338,1.23775268454557,133.333333333335,0
35.4,210,53.3333333333334,130,0.999925971031189,100,0.120913755361027,1.14562646783397,133.333333333333,0
35.6,210,26.6666666666666,130,0.999944746494293,100,0.00918668383230327,2.37557592095137,133.333333333334,0
35.8,210,0,130,0.99993497133255,100,0.0762629655579135,1.63716492435394,133.333333333333,0
36,210,-26.6666666666667,130,0.999952554702759,100,-0.0440621251894467,2.96178990073196,133.333333333333,0
36.2,210,-53.3333333333333,130,0.999936282634735,100,0.074833438222455,1.6528875964344,133.333333333333,0
36.4,210,-80,130,0.999953746795654,100,-0.0472572610626414,2.99696714459988,133.333333333333,0
36.6,210,-106.666666666667,130,0.999932408332825,100,0.103910903119761,1.33276388436606,133.333333333335,0
36.8,210,-133.333333333333,130,0.99994033575058,100,0.0580707860802987,1.83745327693973,133.33333333333,0
37,210,-160,130,0.99993884563446,100,0.0711723645621938,1.69323824035332,133.333333333335,0
37.2,210,-160,130,0.999954402446747,100,-0.120278063931985,1.55325570607892,0,1
37.4,217.5,-156.666666666667,135,0.999954521656036,100,-0.051786413810672,2.98447668989413,48.0523441444611,0
37.6,225,-153.333333333333,140,0.999965965747833,100,-0.160904262385886,4.23156895667733,48.0523441444628,0
37.8,232.5,-150,145,0.999925017356873,100,0.151623439239067,0.807446393313334,48.0523441444611,0
38,240,-146.666666666667,150,0.999942362308502,100,0.0488348856856984,1.93910629277834,48.0523441444611,0
38.2,247.5,-143.333333333333,155,0.99992972612381,100,0.128193693731715,1.06546349064637,48.0523441444628,0
38.4,255,-140,160,0.999938607215881,100,0.0759501330564442,1.6406212061492,48.0523441444611,0
38.6,262.5,-136.666666666667,165,0.99993896484375,100,0.0753517073779393,1.6472334136743,48.0523441444611,0
38.8,270,-133.333333333333,170,0.999947011470795,100,0.0208750671505553,2.24694018056054,48.0523441444628,0
39,277.5,-130,175,0.999949991703033,100,-0.000483601347263579,2.48208910598202,48.0523441444611,0
39.2,285,-126.666666666667,180,0.999926507472992,100,0.151591465429379,0.807850541327198,48.0523441444611,0
39.4,292.5,-123.333333333333,185,0.999955177307129,100,-0.0414523974326706,2.93303743404673,48.0523441444628,0
39.6,300,-120,190,0.999938070774078,100,0.0863226844456516,1.5264109196683,48.0523441444611,0
39.8,300,-120,190,0.999970614910126,100,-0.277387444614518,3.31212927061698,0,1
40,210,160,130,0.999948263168335,100,0.0806249161347754,1.05630786660879,1500.83310198036,0
40.2,217.5,156.666666666667,135,0.99993908405304,100,-0.181636800398511,0.708053621286652,48.0523441444611,0
40.4,225,153.333333333333,140,0.999939501285553,100,0.0698121260642395,1.20843815425491,48.0523441444628,0
40.6,232.5,150,145,0.999949991703033,100,0.0415491795825655,2.01935080834388,48.0523441444611,0
40.8,240,146.666666666667,150,0.999939620494843,100,0.116275976794466,1.19669307347625,48.0523441444611,0
41,247.5,143.333333333333,155,0.999947965145111,100,0.0590976778791941,1.8261685932006,48.0523441444628,0
41.2,255,140,160,0.999943137168884,100,0.0949453148474769,1.43153647761187,48.0523441444611,0
41.4,262.5,136.666666666667,165,0.999960005283356,100,-0.0413965356001212,2.93246824636036,48.0523441444611,0
41.6,270,133.333333333333,170,0.99994421005249,100,0.0899424082120085,1.48658371618884,48.0523441444628,0
41.8,277.5,130,175,0.99995881319046,100,-0.028160740194084,2.78676502097388,48.0523441444611,0
42,285,126.666666666667,180,0.999953210353851,100,0.0231368635004993,2.22206499407208,48.0523441444611,0
42.2,292.5,123.333333333333,185,0.999967396259308,100,-0.116791306316494,3.76247887161697,48.0523441444628,0
42.4,300,120,190,0.999954104423523,100,0.0181034579488033,2.27745650984015,48.0523441444611,0
42.6,300,120,190,0.999975860118866,100,-0.306624209533495,3.634026156746,0,1
